order_id,customer_id,service_type,order_created_at,promised_window_hours,pickup_zone,dropoff_zone,priority_level,order_value,booking_channel,special_handling_flag,pickup_zone_standardized,dropoff_zone_standardized
O00787,C0483,Parcel,2024-06-06 11:49:00,6,NORTH,Riverside,Low,1970-01-01 00:00:00.000000192,Web,0,North Zone,Riverside
O00788,C0444,Medical,2025-04-27 15:05:00,4,AIRPORT,North,Medium,1970-01-01 00:00:00.000000116,Phone,0,Airport,North Zone
O00789,C0201,Business,2024-12-11 10:30:00,6,CENTRAL,RiverSide,High,1970-01-01 00:00:00.000000163,App,1,Central Zone,Riverside
O00790,C0028,Retail,2024-05-11 03:33:00,2,Airport,WEST,High,1970-01-01 00:00:00.000000283,Web,0,Airport,West Zone
O00791,C0632,Passenger,2025-07-30 08:32:00,4,East,Airport,Medium,1970-01-01 00:00:00.000000107,App,0,East Zone,Airport
O00792,C0173,Retail,2025-02-02 06:22:00,4,Riverside,SOUTH,Medium,1970-01-01 00:00:00.000000156,App,0,Riverside,South Zone
O00793,C0259,Business,2024-09-14 21:01:00,12,CENTRAL,South,Medium,1970-01-01 00:00:00.000000070,Phone,0,Central Zone,South Zone
O00794,C0415,Retail,2024-07-16 22:17:00,12,CENTRAL,Airport,Low,1970-01-01 00:00:00.000000154,App,0,Central Zone,Airport
O00795,C0142,Retail,2025-06-15 13:49:00,2,Riverside,CENTRAL,Medium,1970-01-01 00:00:00.000000042,App,0,Riverside,Central Zone
O00796,C0385,Business,2025-01-28 05:51:00,6,Ctr,north,High,1970-01-01 00:00:00.000000209,API,0,Ctr,North Zone
O00797,C0231,Passenger,2025-03-23 04:08:00,4,RiverSide,RiverSide,Medium,1970-01-01 00:00:00.000000047,App,1,Riverside,Riverside
O00798,C0547,Retail,2024-01-14 03:13:00,4,South,NORTH,Low,1970-01-01 00:00:00.000000055,App,0,South Zone,North Zone
O00799,C0289,Passenger,2025-08-22 17:24:00,24,EAST,SOUTH,High,1970-01-01 00:00:00.000000260,Web,0,East Zone,South Zone
O00800,C0032,Medical,2024-01-29 00:52:00,6,South,NORTH,Medium,1970-01-01 00:00:00.000000102,Phone,0,South Zone,North Zone
O00801,C0138,Retail,2024-03-29 14:49:00,6,SOUTH,NORTH,Medium,1970-01-01 00:00:00.000000111,App,0,South Zone,North Zone
O00802,C0187,Passenger,2024-02-14 06:56:00,24,West,WEST,Medium,1970-01-01 00:00:00.000000032,Phone,0,West Zone,West Zone
O00803,C0509,Retail,2025-08-09 17:58:00,6,EAST,Airport,High,1970-01-01 00:00:00.000000060,App,0,East Zone,Airport
O00804,C0383,Parcel,2024-03-13 10:21:00,24,CENTRAL,Riverside,Medium,1970-01-01 00:00:00.000000278,Phone,0,Central Zone,Riverside
O00805,C0426,Passenger,2025-10-01 17:56:00,6,NORTH,CENTRAL,Low,1970-01-01 00:00:00.000000180,App,0,North Zone,Central Zone
O00806,C0622,Business,2025-04-17 15:49:00,12,north,Central,Medium,1970-01-01 00:00:00.000000100,App,1,North Zone,Central Zone
O00807,C0162,Parcel,2025-10-16 06:00:00,4,SOUTH,Riverside,Medium,1970-01-01 00:00:00.000000155,App,1,South Zone,Riverside
O00808,C0598,Passenger,2024-09-06 06:57:00,4,RiverSide,West,High,1970-01-01 00:00:00.000000079,App,0,Riverside,West Zone
O00809,C0595,Retail,2024-12-29 12:56:00,2,Riverside,SOUTH,Medium,1970-01-01 00:00:00.000000084,App,0,Riverside,South Zone
O00810,C0408,Parcel,2024-04-16 03:37:00,12,North,SOUTH,High,1970-01-01 00:00:00.000000129,App,0,North Zone,South Zone
O00811,C0267,Retail,2024-05-09 06:28:00,6,north,Riverside,Medium,1970-01-01 00:00:00.000000104,App,1,North Zone,Riverside
O00812,C0219,Parcel,2025-04-12 18:37:00,24,WEST,Airport,Medium,1970-01-01 00:00:00.000000055,App,0,West Zone,Airport
O00813,C0642,Parcel,2025-10-13 21:45:00,4,NORTH,north,Medium,1970-01-01 00:00:00.000000075,App,0,North Zone,North Zone
O00814,C0464,Passenger,2025-03-26 02:36:00,12,East,Riverside,Medium,1970-01-01 00:00:00.000000027,Phone,0,East Zone,Riverside
O00815,C0347,Parcel,2024-02-25 15:10:00,24,Airport,Airport,High,1970-01-01 00:00:00.000000216,App,1,Airport,Airport
O00816,C0113,Passenger,2025-02-13 20:43:00,12,EAST,Ctr,Low,1970-01-01 00:00:00.000000062,Web,0,East Zone,Ctr
O00817,C0391,Retail,2025-12-31 07:45:00,2,north,South,Low,1970-01-01 00:00:00.000000208,Phone,0,North Zone,South Zone
O00818,C0561,Business,2025-10-27 15:44:00,1,RiverSide,North,Medium,1970-01-01 00:00:00.000000082,Web,1,Riverside,North Zone
O00819,C0098,Retail,2025-04-28 19:09:00,4,Airport,WEST,Low,1970-01-01 00:00:00.000000093,App,0,Airport,West Zone
O00820,C0121,Passenger,2024-05-01 15:38:00,6,Riverside,NORTH,Low,1970-01-01 00:00:00.000000231,App,0,Riverside,North Zone
O00821,C0266,Parcel,2025-01-25 02:44:00,6,CENTRAL,SOUTH,Medium,1970-01-01 00:00:00.000000078,Phone,0,Central Zone,South Zone
O00822,C0186,Parcel,2024-09-01 07:00:00,1,WEST,SOUTH,Medium,1970-01-01 00:00:00.000000055,Phone,0,West Zone,South Zone
O00823,C0264,Passenger,2025-02-05 18:50:00,12,East,North,Medium,1970-01-01 00:00:00.000000122,App,0,East Zone,North Zone
O00824,C0074,Retail,2024-08-17 20:47:00,12,SOUTH,EAST,Medium,1970-01-01 00:00:00.000000271,Web,0,South Zone,East Zone
O00825,C0010,Business,2025-10-25 01:15:00,4,SOUTH,WEST,Medium,1970-01-01 00:00:00.000000058,Phone,0,South Zone,West Zone
O00826,C0055,Parcel,2024-04-06 06:51:00,4,Airport,Ctr,Medium,1970-01-01 00:00:00.000000118,App,0,Airport,Ctr
O00827,C0152,Medical,2024-01-01 01:29:00,24,East,South,Medium,1970-01-01 00:00:00.000000019,Web,0,East Zone,South Zone
O00828,C0025,Passenger,2024-02-19 12:15:00,24,West,WEST,Low,1970-01-01 00:00:00.000000061,App,0,West Zone,West Zone
O00829,C0032,Passenger,2024-08-12 21:02:00,4,South,West,High,1970-01-01 00:00:00.000000032,Phone,1,South Zone,West Zone
O00830,C0347,Passenger,2025-07-23 20:36:00,2,South,SOUTH,High,1970-01-01 00:00:00.000000071,Phone,0,South Zone,South Zone
O00831,C0560,Business,2025-02-27 08:02:00,4,Riverside,Central,Medium,1970-01-01 00:00:00.000000130,App,0,Riverside,Central Zone
O00832,C0436,Parcel,2024-06-06 14:01:00,6,CENTRAL,Airport,Low,1970-01-01 00:00:00.000000099,App,1,Central Zone,Airport
O00833,C0431,Parcel,2025-05-05 03:48:00,2,Central,Riverside,Medium,1970-01-01 00:00:00.000000141,App,0,Central Zone,Riverside
O00834,C0526,Parcel,2025-12-28 03:11:00,1,EAST,Airport,Low,1970-01-01 00:00:00.000000265,Web,0,East Zone,Airport
O00835,C0317,Passenger,2024-05-26 16:10:00,6,SOUTH,Airport,Medium,1970-01-01 00:00:00.000000051,App,0,South Zone,Airport
O00836,C0186,Passenger,2025-09-22 16:20:00,6,SOUTH,north,Low,1970-01-01 00:00:00.000000045,App,1,South Zone,North Zone
O00837,C0578,Parcel,2024-04-18 16:50:00,24,EAST,WEST,Low,1970-01-01 00:00:00.000000035,App,0,East Zone,West Zone
O00838,C0549,Passenger,2025-01-25 00:04:00,6,Ctr,Central,Low,1970-01-01 00:00:00.000000048,Web,0,Ctr,Central Zone
O00839,C0046,Parcel,2024-01-31 17:41:00,6,RiverSide,WEST,Low,1970-01-01 00:00:00.000000229,App,0,Riverside,West Zone
O00840,C0358,Passenger,2024-03-28 16:35:00,6,SOUTH,EAST,Medium,1970-01-01 00:00:00.000000142,Web,0,South Zone,East Zone
O00841,C0132,Business,2025-09-26 19:38:00,6,Airport,SOUTH,Medium,1970-01-01 00:00:00.000000021,App,0,Airport,South Zone
O00842,C0588,Retail,2025-07-04 02:45:00,12,Central,East,Low,1970-01-01 00:00:00.000000153,Web,0,Central Zone,East Zone
O00843,C0095,Medical,2024-02-25 21:34:00,12,north,RiverSide,Critical,1970-01-01 00:00:00.000000084,Phone,1,North Zone,Riverside
O00844,C0276,Medical,2025-09-21 09:29:00,6,RiverSide,RiverSide,High,1970-01-01 00:00:00.000000076,App,0,Riverside,Riverside
O00845,C0276,Business,2025-02-10 21:00:00,4,Airport,north,Medium,1970-01-01 00:00:00.000000065,Phone,0,Airport,North Zone
O00846,C0372,Parcel,2025-07-27 23:13:00,2,EAST,East,High,1970-01-01 00:00:00.000000117,Web,0,East Zone,East Zone
O00847,C0303,Retail,2024-01-25 05:53:00,12,CENTRAL,Ctr,Low,1970-01-01 00:00:00.000000047,App,1,Central Zone,Ctr
O00848,C0489,Business,2025-06-03 14:13:00,6,north,South,High,1970-01-01 00:00:00.000000027,App,1,North Zone,South Zone
O00849,C0412,Passenger,2024-05-05 22:41:00,4,Airport,NORTH,High,1970-01-01 00:00:00.000000230,App,0,Airport,North Zone
O00850,C0601,Parcel,2024-07-31 21:27:00,6,West,East,High,1970-01-01 00:00:00.000000024,App,0,West Zone,East Zone
O00851,C0480,Business,2024-04-23 19:05:00,12,SOUTH,RiverSide,Medium,1970-01-01 00:00:00.000000049,Phone,0,South Zone,Riverside
O00852,C0599,Retail,2025-07-13 16:22:00,2,NORTH,Riverside,Medium,1970-01-01 00:00:00.000000126,App,1,North Zone,Riverside
O00853,C0335,Parcel,2025-11-24 03:05:00,24,SOUTH,EAST,Low,1970-01-01 00:00:00.000000022,App,0,South Zone,East Zone
O00854,C0343,Parcel,2024-09-01 03:05:00,4,AIRPORT,AIRPORT,Low,1970-01-01 00:00:00.000000090,Web,0,Airport,Airport
O00855,C0342,Parcel,2025-01-11 08:19:00,6,AIRPORT,South,Critical,1970-01-01 00:00:00.000000140,Web,0,Airport,South Zone
O00856,C0574,Parcel,2024-11-12 09:09:00,12,South,Central,High,1970-01-01 00:00:00.000000058,App,0,South Zone,Central Zone
O00857,C0104,Retail,2025-05-20 19:36:00,1,Ctr,WEST,High,1970-01-01 00:00:00.000000140,App,1,Ctr,West Zone
O00858,C0045,Parcel,2024-12-08 06:00:00,1,RiverSide,West,Critical,1970-01-01 00:00:00.000000129,Web,0,Riverside,West Zone
O00859,C0476,Retail,2024-03-21 02:02:00,6,Airport,Ctr,Low,1970-01-01 00:00:00.000000083,App,1,Airport,Ctr
O00860,C0076,Medical,2024-04-26 21:44:00,2,EAST,SOUTH,Medium,1970-01-01 00:00:00.000000292,App,0,East Zone,South Zone
O00861,C0265,Passenger,2025-09-05 06:33:00,2,EAST,CENTRAL,Medium,1970-01-01 00:00:00.000000090,App,0,East Zone,Central Zone
O00862,C0599,Retail,2025-01-29 14:26:00,4,East,NORTH,Medium,1970-01-01 00:00:00.000000084,Phone,0,East Zone,North Zone
O00863,C0274,Passenger,2025-09-17 18:41:00,12,RiverSide,West,Low,1970-01-01 00:00:00.000000029,Phone,0,Riverside,West Zone
O00864,C0246,Business,2024-08-03 23:48:00,4,Airport,Central,Low,1970-01-01 00:00:00.000000045,Phone,0,Airport,Central Zone
O00865,C0597,Parcel,2024-03-22 00:53:00,2,EAST,South,Medium,1970-01-01 00:00:00.000000055,Web,0,East Zone,South Zone
O00866,C0317,Parcel,2024-03-01 22:46:00,24,West,RiverSide,Medium,1970-01-01 00:00:00.000000117,Web,0,West Zone,Riverside
O00867,C0313,Parcel,2024-02-01 21:43:00,6,RiverSide,Ctr,Low,1970-01-01 00:00:00.000000034,App,0,Riverside,Ctr
O00868,C0037,Passenger,2024-05-18 13:51:00,4,Central,WEST,Medium,1970-01-01 00:00:00.000000117,Phone,1,Central Zone,West Zone
O00869,C0490,Parcel,2024-02-26 05:39:00,4,CENTRAL,Riverside,Medium,1970-01-01 00:00:00.000000059,App,1,Central Zone,Riverside
O00870,C0092,Passenger,2024-10-27 14:16:00,12,South,Airport,High,1970-01-01 00:00:00.000000144,Web,0,South Zone,Airport
O00871,C0298,Parcel,2025-12-24 04:16:00,6,RiverSide,north,High,1970-01-01 00:00:00.000000046,Phone,0,Riverside,North Zone
O00872,C0294,Medical,2024-11-03 11:01:00,2,East,South,Low,1970-01-01 00:00:00.000000113,App,0,East Zone,South Zone
O00873,C0015,Parcel,2024-11-28 12:06:00,6,North,South,High,1970-01-01 00:00:00.000000106,App,0,North Zone,South Zone
O00874,C0360,Parcel,2024-06-15 14:10:00,6,East,West,High,1970-01-01 00:00:00.000000246,Phone,0,East Zone,West Zone
O00875,C0027,Business,2025-10-31 20:59:00,12,north,East,High,1970-01-01 00:00:00.000000064,Web,0,North Zone,East Zone
O00876,C0301,Parcel,2025-04-29 19:53:00,4,WEST,AIRPORT,Low,1970-01-01 00:00:00.000000075,App,0,West Zone,Airport
O00877,C0277,Retail,2024-11-29 08:51:00,4,EAST,West,Medium,1970-01-01 00:00:00.000000014,Phone,0,East Zone,West Zone
O00878,C0190,Medical,2024-09-12 00:26:00,6,RiverSide,WEST,Low,1970-01-01 00:00:00.000000035,App,0,Riverside,West Zone
O00879,C0419,Medical,2025-07-04 00:21:00,4,SOUTH,West,Low,1970-01-01 00:00:00.000000123,App,0,South Zone,West Zone
O00880,C0020,Parcel,2024-08-24 17:56:00,24,South,North,Low,1970-01-01 00:00:00.000000051,App,1,South Zone,North Zone
O00881,C0545,Passenger,2024-12-31 10:00:00,6,Riverside,South,Low,1970-01-01 00:00:00.000000083,App,0,Riverside,South Zone
O00882,C0204,Parcel,2024-09-01 10:50:00,2,Ctr,CENTRAL,High,1970-01-01 00:00:00.000000141,Phone,0,Ctr,Central Zone
O00883,C0335,Business,2024-03-22 17:10:00,12,NORTH,North,Medium,1970-01-01 00:00:00.000000139,Web,0,North Zone,North Zone
O00884,C0339,Parcel,2024-04-17 01:52:00,6,Central,West,Medium,1970-01-01 00:00:00.000000016,Web,0,Central Zone,West Zone
O00885,C0338,Medical,2024-11-17 13:40:00,24,RiverSide,Central,Critical,1970-01-01 00:00:00.000000125,App,0,Riverside,Central Zone
O00886,C0618,Passenger,2024-12-11 11:04:00,1,East,CENTRAL,Low,1970-01-01 00:00:00.000000088,App,1,East Zone,Central Zone
O00887,C0434,Retail,2025-07-04 03:29:00,24,Central,NORTH,Low,1970-01-01 00:00:00.000000173,Phone,0,Central Zone,North Zone
O00888,C0254,Medical,2024-06-13 06:33:00,2,RiverSide,Riverside,Low,1970-01-01 00:00:00.000000139,App,0,Riverside,Riverside
O00889,C0322,Retail,2024-02-24 20:42:00,4,West,WEST,Critical,1970-01-01 00:00:00.000000040,App,0,West Zone,West Zone
O00890,C0232,Retail,2025-07-05 07:58:00,24,CENTRAL,EAST,High,1970-01-01 00:00:00.000000088,App,0,Central Zone,East Zone
O00891,C0449,Passenger,2025-02-21 16:44:00,2,Ctr,Airport,Medium,1970-01-01 00:00:00.000000082,Web,0,Ctr,Airport
O00892,C0157,Passenger,2025-10-08 02:41:00,2,AIRPORT,Airport,Medium,1970-01-01 00:00:00.000000326,Web,0,Airport,Airport
O00893,C0391,Business,2024-08-05 06:18:00,2,South,SOUTH,High,1970-01-01 00:00:00.000000033,Phone,0,South Zone,South Zone
O00894,C0636,Parcel,2024-01-14 22:16:00,2,EAST,AIRPORT,Low,1970-01-01 00:00:00.000000114,Web,0,East Zone,Airport
O00895,C0599,Parcel,2025-03-17 22:07:00,4,RiverSide,Central,Medium,1970-01-01 00:00:00.000000063,API,0,Riverside,Central Zone
O00896,C0145,Passenger,2024-06-29 19:28:00,6,East,South,Low,1970-01-01 00:00:00.000000050,App,0,East Zone,South Zone
O00897,C0434,Passenger,2025-09-21 21:10:00,6,South,WEST,Low,1970-01-01 00:00:00.000000101,Web,0,South Zone,West Zone
O00898,C0643,Passenger,2025-12-08 23:18:00,24,East,north,Low,1970-01-01 00:00:00.000000082,App,0,East Zone,North Zone
O00899,C0440,Passenger,2025-02-04 07:21:00,6,Airport,Riverside,Critical,1970-01-01 00:00:00.000000184,Web,0,Airport,Riverside
O00900,C0248,Passenger,2024-09-20 00:05:00,2,Riverside,AIRPORT,High,1970-01-01 00:00:00.000000100,API,0,Riverside,Airport
O00901,C0222,Retail,2025-12-08 06:41:00,2,CENTRAL,Airport,Critical,1970-01-01 00:00:00.000000136,Phone,0,Central Zone,Airport
O00902,C0309,Parcel,2024-09-22 19:41:00,6,East,West,Medium,1970-01-01 00:00:00.000000070,App,0,East Zone,West Zone
O00903,C0380,Parcel,2025-10-20 23:37:00,4,Ctr,EAST,Low,1970-01-01 00:00:00.000000018,Web,1,Ctr,East Zone
O00904,C0618,Passenger,2024-05-25 20:04:00,4,Airport,Airport,Low,1970-01-01 00:00:00.000000095,App,0,Airport,Airport
O00905,C0622,Parcel,2025-09-04 02:44:00,6,EAST,Central,Medium,1970-01-01 00:00:00.000000063,App,0,East Zone,Central Zone
O00906,C0480,Passenger,2025-02-04 09:04:00,24,WEST,RiverSide,High,1970-01-01 00:00:00.000000133,App,0,West Zone,Riverside
O00907,C0173,Business,2024-03-06 23:04:00,6,East,East,Medium,1970-01-01 00:00:00.000000037,Phone,0,East Zone,East Zone
O00908,C0167,Parcel,2025-07-02 00:04:00,6,AIRPORT,East,Low,1970-01-01 00:00:00.000000142,App,1,Airport,East Zone
O00909,C0324,Business,2025-01-05 02:09:00,12,north,EAST,High,1970-01-01 00:00:00.000000117,App,0,North Zone,East Zone
O00910,C0465,Business,2025-07-24 03:46:00,6,north,north,Medium,1970-01-01 00:00:00.000000159,App,0,North Zone,North Zone
O00911,C0214,Retail,2025-05-20 20:32:00,4,Riverside,Central,High,1970-01-01 00:00:00.000000024,App,0,Riverside,Central Zone
O00912,C0325,Business,2025-12-05 08:58:00,6,East,WEST,Low,1970-01-01 00:00:00.000000039,Phone,1,East Zone,West Zone
O00913,C0091,Retail,2025-04-05 05:57:00,6,WEST,SOUTH,Low,1970-01-01 00:00:00.000000014,Phone,0,West Zone,South Zone
O00914,C0258,Retail,2024-04-12 08:19:00,6,SOUTH,north,Medium,1970-01-01 00:00:00.000000217,App,0,South Zone,North Zone
O00915,C0499,Parcel,2025-02-08 13:44:00,24,SOUTH,Riverside,Critical,1970-01-01 00:00:00.000000093,Web,0,South Zone,Riverside
O00916,C0328,Passenger,2025-12-07 05:28:00,12,South,South,Medium,1970-01-01 00:00:00.000000068,App,0,South Zone,South Zone
O00917,C0027,Retail,2024-04-07 14:21:00,6,Ctr,CENTRAL,Low,1970-01-01 00:00:00.000000030,App,0,Ctr,Central Zone
O00918,C0147,Business,2024-11-26 06:01:00,1,Riverside,NORTH,Critical,1970-01-01 00:00:00.000000050,App,1,Riverside,North Zone
O00919,C0619,Retail,2025-02-01 07:06:00,4,RiverSide,north,Low,1970-01-01 00:00:00.000000229,App,0,Riverside,North Zone
O00920,C0242,Passenger,2024-08-01 11:42:00,12,RiverSide,EAST,Low,1970-01-01 00:00:00.000000074,App,0,Riverside,East Zone
O00921,C0448,Retail,2024-12-09 08:39:00,4,East,Central,Medium,1970-01-01 00:00:00.000000198,App,0,East Zone,Central Zone
O00922,C0467,Retail,2024-01-11 06:04:00,12,WEST,CENTRAL,Low,1970-01-01 00:00:00.000000041,Phone,0,West Zone,Central Zone
O00923,C0334,Parcel,2024-04-01 05:50:00,1,WEST,West,Low,1970-01-01 00:00:00.000000069,App,0,West Zone,West Zone
O00924,C0139,Retail,2025-11-06 21:37:00,24,WEST,Ctr,Low,1970-01-01 00:00:00.000000044,API,1,West Zone,Ctr
O00925,C0530,Business,2024-11-15 21:16:00,12,South,AIRPORT,Low,1970-01-01 00:00:00.000000162,Web,0,South Zone,Airport
O00926,C0322,Parcel,2024-07-03 01:09:00,12,East,EAST,Low,1970-01-01 00:00:00.000000050,Phone,0,East Zone,East Zone
O00927,C0533,Medical,2025-05-07 03:53:00,6,north,West,Medium,1970-01-01 00:00:00.000000076,App,0,North Zone,West Zone
O00928,C0231,Parcel,2024-02-28 12:16:00,24,South,AIRPORT,Medium,1970-01-01 00:00:00.000000060,App,0,South Zone,Airport
O00929,C0195,Parcel,2025-10-29 02:36:00,2,Central,RiverSide,Medium,1970-01-01 00:00:00.000000117,Phone,0,Central Zone,Riverside
O00930,C0370,Retail,2025-08-20 07:03:00,4,Ctr,RiverSide,High,1970-01-01 00:00:00.000000133,App,0,Ctr,Riverside
O00931,C0213,Parcel,2024-03-07 09:00:00,4,north,NORTH,High,1970-01-01 00:00:00.000000070,App,0,North Zone,North Zone
O00932,C0221,Parcel,2024-10-01 04:59:00,2,Airport,West,Medium,1970-01-01 00:00:00.000000051,Phone,0,Airport,West Zone
O00933,C0534,Passenger,2024-12-29 11:34:00,6,South,AIRPORT,High,1970-01-01 00:00:00.000000096,Phone,1,South Zone,Airport
O00934,C0437,Business,2024-06-29 04:23:00,4,NORTH,East,Medium,1970-01-01 00:00:00.000000080,App,0,North Zone,East Zone
O00935,C0404,Parcel,2024-09-14 11:23:00,12,East,EAST,High,1970-01-01 00:00:00.000000132,Phone,1,East Zone,East Zone
O00936,C0498,Passenger,2024-06-19 16:42:00,4,Central,Airport,High,1970-01-01 00:00:00.000000129,Web,0,Central Zone,Airport
O00937,C0549,Parcel,2024-04-24 07:58:00,4,Riverside,SOUTH,High,1970-01-01 00:00:00.000000031,App,0,Riverside,South Zone
O00938,C0567,Business,2024-06-18 09:48:00,6,Central,CENTRAL,Medium,1970-01-01 00:00:00.000000151,Web,0,Central Zone,Central Zone
O00939,C0085,Medical,2025-01-24 00:14:00,12,South,SOUTH,Critical,1970-01-01 00:00:00.000000091,App,1,South Zone,South Zone
O00940,C0575,Parcel,2025-10-26 06:56:00,6,WEST,West,High,1970-01-01 00:00:00.000000099,Phone,0,West Zone,West Zone
O00941,C0571,Passenger,2024-08-12 12:54:00,1,West,West,High,1970-01-01 00:00:00.000000110,Web,0,West Zone,West Zone
O00942,C0291,Passenger,2025-01-09 07:41:00,12,Ctr,RiverSide,High,1970-01-01 00:00:00.000000101,App,0,Ctr,Riverside
O00943,C0372,Passenger,2025-04-28 08:55:00,4,NORTH,West,Low,1970-01-01 00:00:00.000000157,API,1,North Zone,West Zone
O00944,C0343,Passenger,2024-01-08 01:06:00,24,Ctr,North,Low,1970-01-01 00:00:00.000000216,App,1,Ctr,North Zone
O00945,C0567,Retail,2025-11-10 12:53:00,6,North,north,Medium,1970-01-01 00:00:00.000000155,App,0,North Zone,North Zone
O00946,C0558,Parcel,2025-01-13 07:18:00,24,South,South,Medium,1970-01-01 00:00:00.000000113,App,0,South Zone,South Zone
O00947,C0467,Passenger,2024-01-31 15:28:00,4,North,North,High,1970-01-01 00:00:00.000000089,App,0,North Zone,North Zone
O00948,C0626,Business,2025-05-14 03:07:00,6,NORTH,West,Low,1970-01-01 00:00:00.000000060,App,0,North Zone,West Zone
O00949,C0023,Medical,2025-04-15 17:45:00,24,WEST,WEST,Medium,1970-01-01 00:00:00.000000071,Web,0,West Zone,West Zone
O00950,C0564,Passenger,2025-05-18 02:25:00,24,South,AIRPORT,Medium,1970-01-01 00:00:00.000000082,Phone,0,South Zone,Airport
O00951,C0199,Passenger,2024-04-30 15:30:00,6,East,AIRPORT,Low,1970-01-01 00:00:00.000000208,Phone,0,East Zone,Airport
O00952,C0156,Passenger,2024-06-26 07:27:00,4,CENTRAL,Riverside,Medium,1970-01-01 00:00:00.000000183,App,0,Central Zone,Riverside
O00953,C0193,Parcel,2025-03-26 01:07:00,12,SOUTH,South,Medium,1970-01-01 00:00:00.000000003,App,0,South Zone,South Zone
O00954,C0599,Passenger,2024-07-14 02:17:00,4,South,South,Critical,1970-01-01 00:00:00.000000062,Web,0,South Zone,South Zone
O00955,C0163,Passenger,2025-01-04 14:30:00,4,Central,WEST,Low,1970-01-01 00:00:00.000000050,App,0,Central Zone,West Zone
O00956,C0257,Medical,2024-09-01 10:35:00,4,West,SOUTH,Medium,1970-01-01 00:00:00.000000053,App,0,West Zone,South Zone
O00957,C0385,Passenger,2024-02-28 02:32:00,1,north,north,Critical,1970-01-01 00:00:00.000000012,App,0,North Zone,North Zone
O00958,C0132,Passenger,2024-08-15 15:47:00,4,Airport,CENTRAL,Critical,1970-01-01 00:00:00.000000033,Web,0,Airport,Central Zone
O00959,C0545,Medical,2024-08-09 18:39:00,12,Airport,SOUTH,Low,1970-01-01 00:00:00.000000088,Phone,1,Airport,South Zone
O00960,C0554,Passenger,2025-01-20 03:03:00,1,Riverside,NORTH,Medium,1970-01-01 00:00:00.000000086,App,0,Riverside,North Zone
O00961,C0307,Parcel,2025-03-18 16:03:00,4,Ctr,Airport,Medium,1970-01-01 00:00:00.000000168,App,1,Ctr,Airport
O00962,C0113,Passenger,2024-09-02 16:10:00,4,SOUTH,Central,Low,1970-01-01 00:00:00.000000108,App,0,South Zone,Central Zone
O00963,C0528,Medical,2025-06-06 10:13:00,24,north,East,Medium,1970-01-01 00:00:00.000000030,API,0,North Zone,East Zone
O00964,C0247,Retail,2024-04-13 02:30:00,2,CENTRAL,SOUTH,High,1970-01-01 00:00:00.000000178,Phone,0,Central Zone,South Zone
O00965,C0384,Passenger,2024-09-28 14:59:00,6,EAST,North,Low,1970-01-01 00:00:00.000000076,Web,0,East Zone,North Zone
O00966,C0568,Retail,2025-04-16 23:08:00,12,Ctr,CENTRAL,High,1970-01-01 00:00:00.000000029,App,1,Ctr,Central Zone
O00967,C0343,Business,2024-03-17 14:40:00,6,North,WEST,Medium,1970-01-01 00:00:00.000000050,App,0,North Zone,West Zone
O00968,C0529,Business,2024-11-21 03:13:00,12,South,Central,Medium,1970-01-01 00:00:00.000000076,App,0,South Zone,Central Zone
O00969,C0372,Parcel,2024-10-14 21:50:00,2,NORTH,Riverside,High,1970-01-01 00:00:00.000000036,Phone,0,North Zone,Riverside
O00970,C0099,Retail,2025-01-04 02:07:00,2,north,AIRPORT,Medium,1970-01-01 00:00:00.000000029,Web,0,North Zone,Airport
O00971,C0405,Parcel,2025-12-21 15:30:00,6,CENTRAL,South,High,1970-01-01 00:00:00.000000014,App,0,Central Zone,South Zone
O00972,C0396,Parcel,2024-09-20 05:32:00,24,East,South,Medium,1970-01-01 00:00:00.000000095,Web,1,East Zone,South Zone
O00973,C0506,Parcel,2024-01-12 20:41:00,1,Airport,WEST,Low,1970-01-01 00:00:00.000000081,App,0,Airport,West Zone
O00974,C0071,Retail,2025-06-11 00:41:00,4,EAST,RiverSide,Medium,1970-01-01 00:00:00.000000074,App,0,East Zone,Riverside
O00975,C0455,Retail,2025-04-26 21:47:00,4,Central,South,Medium,1970-01-01 00:00:00.000000033,App,0,Central Zone,South Zone
O00976,C0078,Medical,2024-02-02 17:41:00,24,CENTRAL,East,High,1970-01-01 00:00:00.000000040,Phone,0,Central Zone,East Zone
O00977,C0235,Retail,2024-08-27 15:42:00,4,West,West,Medium,1970-01-01 00:00:00.000000025,App,1,West Zone,West Zone
O00978,C0515,Parcel,2025-09-11 04:41:00,24,RiverSide,CENTRAL,High,1970-01-01 00:00:00.000000124,App,0,Riverside,Central Zone
O00979,C0257,Business,2025-01-08 04:24:00,12,north,WEST,Low,1970-01-01 00:00:00.000000054,Phone,0,North Zone,West Zone
O00980,C0545,Parcel,2024-11-25 23:02:00,4,West,Riverside,Medium,1970-01-01 00:00:00.000000510,App,0,West Zone,Riverside
O00981,C0597,Medical,2025-01-11 21:57:00,24,AIRPORT,Riverside,High,1970-01-01 00:00:00.000000107,App,0,Airport,Riverside
O00982,C0616,Parcel,2025-10-28 05:44:00,4,EAST,north,Critical,1970-01-01 00:00:00.000000131,App,0,East Zone,North Zone
O00983,C0538,Passenger,2024-08-20 00:38:00,4,CENTRAL,North,Medium,1970-01-01 00:00:00.000000122,Web,0,Central Zone,North Zone
